"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PPIA",4.63766968521934e-47,-0.295567871245932,1,1,9.79893227789994e-43
"DIO1",5.21150192401027e-47,-0.755030521732365,0.258,0.711,1.10113824152413e-42
"DCAF6",1.83466435081739e-46,-0.800820268813246,0.562,0.885,3.87646230684207e-42
"GLO1",2.0384761676379e-46,-0.654508630256021,0.931,0.983,4.30709629460212e-42
"RIIAD1",2.60918688410161e-46,-0.746604381348062,0.306,0.741,5.5129509674183e-42
"PTGES",4.18111631776374e-46,-1.10236974251039,0.704,0.91,8.83428066780301e-42
"GLYATL3",5.32147503085874e-46,-0.702241517010133,0.107,0.535,1.12437445927014e-41
"HSP90AA1",7.48435124606194e-46,0.264845446878365,1,1,1.58136857478043e-41
"NKAIN1",1.5726121397143e-45,0.768387067044417,0.692,0.254,3.32277219000235e-41
"MT-CO2",2.67695850528436e-45,-0.607171308183919,1,1,5.65614562581533e-41
"ZFAS1",3.06023132608892e-45,0.59260268027547,1,0.988,6.46596276889327e-41
"VSTM2A",6.19430467025849e-45,1.03137967592337,0.784,0.43,1.30879463377892e-40
"HSP90B1",1.27956226086006e-44,-0.489753492916684,0.996,1,2.70358710097122e-40
"SLC25A48",2.41220340489503e-44,0.604331541095936,0.52,0.083,5.0967445742027e-40
"PLXNB1",2.47119228594715e-44,0.698551198946916,0.964,0.792,5.22138218097773e-40
"ALCAM",5.11528863845223e-44,-0.729416234300427,0.706,0.949,1.08080933641857e-39
"TPM3",6.00405346928889e-44,-0.382473361602967,1,1,1.26859645752605e-39
"HSPA8",1.23607456068011e-43,0.365419711878018,1,1,2.61170193926099e-39
"LASP1",2.21968074570075e-43,-0.638234489362832,0.912,0.993,4.68996344759112e-39
"NDRG2",2.46108043974791e-43,-0.723163396136374,0.612,0.914,5.20001686114336e-39
"BCAT2",3.27663215774831e-43,-0.647255811909418,0.874,0.978,6.9231960861064e-39
"GPR162",8.80195544634991e-43,-0.651255291113408,0.155,0.575,1.85976516625927e-38
"ERBB2",1.10934155710209e-42,-0.502964618992375,1,1,2.34392777600101e-38
"ITPR1",1.52764828362209e-42,-0.83059064485419,0.556,0.851,3.22776805846512e-38
"MYO6",2.83591043034554e-42,-0.791534295206794,0.795,0.951,5.99199514827708e-38
"TTC39A",3.32640560913348e-42,-0.724697328462241,0.514,0.853,7.02836241153813e-38
"XBP1",4.45416159341837e-42,0.290102483637778,1,1,9.41119803073368e-38
"RPL41",5.50211803240979e-42,0.211220146862819,1,1,1.16254251906786e-37
"CDKN1B",5.61456150367934e-42,0.663323819525069,0.96,0.809,1.18630070011241e-37
"MCCC2",5.94595228687343e-42,-0.638455551438954,0.96,0.998,1.25632025869349e-37
"FN1",6.22534683875394e-42,0.834860608921105,1,1,1.31535353356032e-37
"LINC00665",8.45579578909564e-42,-0.709422913195995,0.35,0.748,1.78662509227802e-37
"LTB4R",1.28368612364681e-41,-0.669646528180548,0.291,0.714,2.71230041065334e-37
"AUP1",1.78668465610611e-41,-0.62667085787034,0.872,0.978,3.7750860098866e-37
"SLC39A6",3.43984870849284e-41,-0.538821548602421,1,1,7.26805633617452e-37
"MT1E",6.14389856552974e-41,0.602026379091027,0.998,0.983,1.29814432791078e-36
"RYR1",6.52727902588235e-41,-0.677275597034295,0.266,0.675,1.37914878537868e-36
"HLA-B",6.83008809261393e-41,0.373454868986125,1,1,1.4431293130884e-36
"TUBA1B",8.04733935798906e-41,0.420903994905507,1,1,1.70032233294951e-36
"TMEM9",9.68784120333901e-41,-0.506672630016344,0.987,1,2.0469439678535e-36
"RPL37A",1.76339747459335e-40,-0.216633398003669,1,1,3.72588252406829e-36
"PHYHD1",2.19699548007475e-40,0.616554176777938,0.644,0.215,4.64203174984993e-36
"PEBP1",2.80554398131574e-40,-0.58005332332847,0.966,0.993,5.92783387812202e-36
"HSPB1",3.15109652503427e-40,0.311146285613533,1,1,6.65795184774492e-36
"TPRG1",3.75092868678237e-40,-0.666033063799865,0.151,0.553,7.92533722230246e-36
"BTG2",8.13978263463535e-40,0.756180936866735,0.904,0.68,1.7198546728721e-35
"PSME1",8.72005840567147e-40,-0.40664422943187,1,1,1.84246114053432e-35
"SNX1",1.36870724444446e-39,0.722675705302161,0.922,0.733,2.89194153678669e-35
"C1orf43",1.98386407180623e-39,-0.483549487488863,0.998,1,4.19170639731937e-35
"GATA3",2.8184175717769e-39,0.359328012021999,1,1,5.9550344874074e-35
"TSPO",3.35841924324981e-39,0.459067461782278,0.998,0.998,7.09600401906252e-35
"HIST2H2AA4",3.85477592934796e-39,0.787322749748788,0.96,0.856,8.1447560611193e-35
"SLC9A3R2",4.24524518080536e-39,0.622342501228874,0.983,0.839,8.96977854252365e-35
"KCNK15",8.66279782406111e-39,0.733066785737502,0.891,0.628,1.83036255224587e-34
"LINC01138",9.74060255937749e-39,0.593180250880474,0.509,0.108,2.05809191477087e-34
"NUAK1",1.04051225323882e-38,0.707722249044839,0.803,0.467,2.19849833986831e-34
"GPX4",1.05830562611955e-38,-0.421944680178718,1,1,2.236093957428e-34
"SNHG8",1.39899563729627e-38,0.637303641067665,0.977,0.9,2.95593788204328e-34
"H2AFZ",1.53027597505294e-38,0.536514341764735,0.998,1,3.23332010768936e-34
"BCL2",1.834588512428e-38,-0.675061051229378,0.792,0.956,3.87630206790913e-34
"RBM47",1.95176307171557e-38,-0.712358731494319,0.765,0.944,4.12388019422783e-34
"CISH",3.0228546325872e-38,0.618808574860382,0.981,0.902,6.38698955319349e-34
"CXXC5",3.100094169576e-38,0.540243908611552,0.99,0.963,6.55018897089713e-34
"CNPY3",5.05076403778821e-38,-0.687034770640645,0.618,0.895,1.06717593354427e-33
"TTC36",5.72862562327821e-38,-0.687690370152839,0.405,0.763,1.21040130794245e-33
"HIST2H2BE",1.1204719567465e-37,0.679951281421592,0.931,0.743,2.36744519740967e-33
"ABCC5",1.39426821176093e-37,0.483606633571966,1,1,2.94594930462967e-33
"TPRN",1.62343182367022e-37,0.673467142178278,0.908,0.692,3.43014910023281e-33
"IRF2BP2",1.68909137692127e-37,-0.534948289161016,0.983,0.993,3.56888117029694e-33
"PLAAT4",2.42178127655696e-37,0.502214706847618,0.998,0.993,5.11698165923721e-33
"S100A10",2.98999614916234e-37,0.702127211646694,0.992,0.873,6.31756286356511e-33
"RPL26",3.31496026458404e-37,0.366878837822279,1,1,7.00417954303963e-33
"RNASET2",3.98025098505267e-37,-0.638122683125367,0.774,0.944,8.4098723063178e-33
"GSTM3",4.21755065871479e-37,-0.889790695903325,0.482,0.778,8.91126278679848e-33
"NDUFC1",1.01238022460044e-36,0.577723065223392,0.987,0.958,2.13905817655827e-32
"HNRNPC",1.24636811180896e-36,-0.386394038049526,1,1,2.63345118344115e-32
"GOLM1",1.25675665129518e-36,-0.615025007785394,0.897,0.976,2.65540112852158e-32
"SCCPDH",1.38851655669757e-36,-0.644558369342732,0.725,0.912,2.9337966326463e-32
"G6PC3",1.67803786811952e-36,-0.563488728601348,0.895,0.978,3.54552621154973e-32
"UGCG",2.24471006945867e-36,-0.713020352149783,0.799,0.934,4.74284790575923e-32
"PODXL2",2.86465627648126e-36,-0.626135333213685,0.304,0.704,6.05273224657726e-32
"CERS2",2.86551850720064e-36,0.408442373721566,1,0.998,6.05455405386424e-32
"TOMM7",3.65586816152639e-36,-0.4179717286722,1,1,7.7244838384891e-32
"MED10",4.00668609057256e-36,0.643181996850129,0.732,0.362,8.46572704077076e-32
"CCDC47",4.50553482944177e-36,-0.627631030286645,0.73,0.929,9.51974454112751e-32
"NUPR2",5.15430536077227e-36,-0.605523823203473,0.268,0.665,1.08905317967757e-31
"GPRC5A",5.48211152298667e-36,-0.367725689396741,0.998,1,1.15831534369185e-31
"TIMM17A",6.6196046133073e-36,-0.584900274519439,0.925,0.99,1.3986562587457e-31
"MTHFD2",8.49749409574615e-36,-0.62998987513223,0.795,0.954,1.7954355274902e-31
"ISG15",8.62986877944746e-36,-0.601945539169452,1,1,1.82340497440945e-31
"HMGN2",9.41841334483939e-36,0.418859957783713,1,1,1.99001655563111e-31
"LAPTM4A",1.27492168044047e-35,-0.554824842127713,0.96,0.995,2.69378201860267e-31
"OAZ1",1.76691816441986e-35,0.303852265586684,1,1,3.73332138960272e-31
"COCH",1.88655996666748e-35,-0.580558107948066,0.122,0.489,3.98611255357172e-31
"NDUFAF3",2.27318548104026e-35,0.483135365015113,0.996,0.983,4.80301360288997e-31
"ASS1",3.72703946993035e-35,-0.680946334914645,0.382,0.738,7.87486169601584e-31
"HINT1",4.22821861386942e-35,0.353330715640501,1,1,8.9338031092447e-31
"EIF1B",4.53804103693056e-35,0.601527239379714,0.912,0.689,9.58842690693058e-31
"COASY",5.20744596844957e-35,-0.5457904208567,0.95,0.98,1.10028125867371e-30
"DCAF8",5.29087238027382e-35,-0.615588399892642,0.78,0.941,1.11790842522805e-30
"SERP1",5.73368631133923e-35,-0.482496907624939,0.985,0.998,1.21147058072287e-30
"IRF6",5.9186275611991e-35,-0.723935840774769,0.639,0.861,1.25054681740576e-30
"MRPL52",6.83728068375582e-35,-0.491304216505215,0.962,0.988,1.44464903567077e-30
"NECTIN4",8.30928145936033e-35,-0.619496116216231,0.363,0.726,1.75566807954824e-30
"B4GALT3",8.71878589825816e-35,-0.602849255247381,0.669,0.91,1.84219227244297e-30
"NAIP",1.21050536798315e-34,-0.60371806693018,0.897,0.971,2.5576767920116e-30
"MZT2B",1.21673585367124e-34,-0.365566016017955,1,1,2.57084118522195e-30
"CTSD",1.58979676595827e-34,0.455074584283317,1,1,3.35908158679324e-30
"LRIG1",1.98605430537712e-34,-0.64973936746398,0.748,0.936,4.19633414183133e-30
"ZNF652",2.47551732808841e-34,-0.637622035765467,0.692,0.905,5.23052056251801e-30
"NPM1",2.745901250552e-34,0.347399438206683,1,1,5.80181475229133e-30
"MYL12B",2.87778462539062e-34,-0.410299677609955,0.998,1,6.08047113498783e-30
"RBM24",3.50411775699308e-34,-0.626730155236718,0.178,0.55,7.40385040875068e-30
"PEG10",3.80000724560952e-34,0.657337524459338,0.631,0.254,8.02903530924835e-30
"MRPL24",6.24643746298942e-34,-0.493069408340888,0.983,0.998,1.31980977155503e-29
"TM9SF1",6.40686104296313e-34,-0.60648480877847,0.606,0.863,1.35370566976768e-29
"SSR2",6.5717460198745e-34,-0.481018945540367,0.977,1,1.38854421653928e-29
"RPL11",1.04624444367019e-33,0.291269447879967,1,1,2.21060988503075e-29
"TMEM98",1.40053023771345e-33,-0.620216022754509,0.338,0.699,2.95918033926475e-29
"HNRNPU",1.42497289536926e-33,-0.391364793593735,1,1,3.0108252306257e-29
"SUPT16H",1.47472226204525e-33,-0.590820841538765,0.717,0.919,3.11594066747542e-29
"PFDN2",1.76693143166313e-33,-0.551657271168309,0.864,0.973,3.73334942196103e-29
"CD151",1.77771053638032e-33,0.376662271717175,1,1,3.75612459231798e-29
"LRATD2",1.7830804861959e-33,0.497335588715177,0.994,0.958,3.76747075928331e-29
"QARS",1.98594109154343e-33,0.533833110199139,0.99,0.927,4.19609493232212e-29
"INPP5J",2.7578079724603e-33,0.614671430064459,0.935,0.758,5.82697246501138e-29
"F11R",2.80541718850697e-33,-0.610341136751645,0.713,0.907,5.92756597759639e-29
